election,competitive_ratio,total_rankings_used,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Minneapolis_11062009_Ward7CityCouncil,0,6683,,,,,,,,,,16,1072,961,4634,11,661,705,638,716,3,3,False,0,0,2873.0,753.0,1519.0,15.0,0,0,15.0,140.0,4532.0,True,753.0,1.517,Lisa Goodman,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,2997.0,68.238,68.238,1
Minneapolis_11062009_Ward8CityCouncil,0,5872,,,,,,,,,,130,1956,123,3663,111,1372,99,138,210,5,3,False,1,0,1262.0,938.0,1834.0,4.0,0,0,4.0,143.0,3239.0,True,938.0,1.895,Elizabeth Glidden,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.0,2291.0,73.999,73.999,1
Minneapolis_11062009_Ward9CityCouncil,0,5874,,,,,,,,,,34,1766,273,3801,33,1244,216,164,249,4,3,False,0,0,1082.0,958.0,1913.0,8.0,0,1.0,9.0,40.0,3035.0,True,958.0,1.959,Gary Schiff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.0,1818.0,60.701,60.701,1
Minneapolis_11072017_Mayor,0.682556631835863,275027,,,,,,,,,,25836,51646,43477,154068,19223,33958,27922,33538,47145,18,3,False,1,101.0,13958.0,75459.0,90564.0,2668.0,226.0,260.0,3108.0,1369.0,105928.0,True,75459.0,2.587,Jacob Frey,17,139.0,22785.0,82.0,0.0,10913.0,0.0,11790.0,10097.0,1693.0,26087.0,46680.0,24.983,57.181,1
Minneapolis_11072017_PRBoardDistrict1,0.439062745714735,29876,,,,,,,,,,246,7742,5964,15924,137,4971,3873,3346,4010,3,3,False,0,6.0,5372.0,6020.0,8931.0,381.0,20.0,20.0,414.0,3479.0,17785.0,True,6020.0,2.045,Chris Meyer,3,9.0,1259.0,0.0,0.0,1259.0,0.0,0.0,0.0,0.0,6356.0,7208.0,44.457,55.285,1
Minneapolis_11072017_PRBoardDistrict2,0,15206,,,,,,,,,,49,3501,2705,8951,26,2904,2168,2189,2194,2,3,False,0,5.0,4281.0,358.0,4653.0,843.0,16.0,57.0,909.0,2227.0,11162.0,True,4558.0,1.561,Kale Severson,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5081.0,5081.0,56.955,56.955,1
Minneapolis_11072017_PRBoardDistrict3,0.2924901185770751,28246,,,,,,,,,,318,7311,4878,15739,169,4659,3076,2920,3245,3,3,False,0,20.0,7455.0,4349.0,7175.0,1172.0,29.0,123.0,1291.0,1956.0,16601.0,True,4349.0,1.786,AK Hassan,3,50.0,1035.0,2.0,0.0,1033.0,0.0,0.0,0.0,0.0,7081.0,7740.0,48.517,57.08,1
Minneapolis_11072017_PRBoardDistrict4,0,20812,,,,,,,,,,212,4122,131,16347,122,3653,87,171,209,2,3,False,0,4.0,7347.0,411.0,6166.0,506.0,7.0,28.0,536.0,4652.0,18167.0,True,6034.0,1.486,Jono Cowgill,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6790.0,6790.0,50.285,50.285,1
Minneapolis_11072017_PRBoardDistrict5,0,32749,,,,,,,,,,131,9776,4569,18273,74,6265,3052,2704,3126,3,3,False,0,5.0,6489.0,6290.0,9749.0,308.0,11.0,19.0,334.0,4375.0,20615.0,True,6290.0,1.988,Steffanie Musich,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9464.0,9464.0,58.305,58.305,1
Minneapolis_11072017_PRBoardDistrict6,0.2946058091286307,34762,,,,,,,,,,516,6953,6976,20317,438,4826,4618,4457,5056,4,3,False,0,3.0,8415.0,5617.0,10073.0,388.0,9.0,27.0,418.0,3110.0,21598.0,True,5617.0,1.849,Brad Bourn,4,10.0,1228.0,1.0,0.0,1227.0,0.0,0.0,0.0,0.0,8082.0,8783.0,43.738,50.916,1
Minneapolis_11072017_Ward10CityCouncil,0,17046,,,,,,,,,,984,6327,36,9699,873,3793,26,818,899,4,3,False,0,0,2400.0,4001.0,5196.0,168.0,8.0,14.0,188.0,315.0,7911.0,True,4001.0,2.211,Lisa Bender,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.0,4886.0,64.323,64.323,1
Minneapolis_11072017_Ward11CityCouncil,0.8347260909935005,21275,,,,,,,,,,75,5425,4306,11469,44,3685,2776,2205,2820,3,3,False,0,0,2070.0,4789.0,7090.0,159.0,5.0,17.0,176.0,432.0,9592.0,True,4789.0,2.297,Jeremy Schroeder,3,2.0,423.0,2.0,0.0,421.0,0.0,0.0,0.0,0.0,3229.0,4755.0,35.259,54.436,1
Minneapolis_11072017_Ward12CityCouncil,0,17465,,,,,,,,,,62,5889,680,10834,38,3446,487,293,525,3,3,False,0,0,6239.0,2757.0,3945.0,357.0,14.0,9.0,378.0,520.0,10704.0,True,2757.0,1.658,Andrew Johnson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8875.0,8875.0,87.147,87.147,1
Minneapolis_11072017_Ward13CityCouncil,0,15597,,,,,,,,,,206,3321,128,11942,120,2718,105,160,225,2,3,False,0,2.0,8351.0,241.0,2964.0,698.0,19.0,23.0,731.0,427.0,11742.0,True,2739.0,1.283,Linea Palmisano,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9408.0,9408.0,83.19,83.19,1
Minneapolis_11072017_Ward1CityCouncil,0.21229467396714782,19055,,,,,,,,,,102,4757,4913,9283,55,3049,3205,3069,3260,3,3,False,0,0,2425.0,3503.0,6309.0,335.0,9.0,28.0,367.0,130.0,8864.0,True,3503.0,2.123,Kevin Reich,3,7.0,323.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,4014.0,4295.0,45.995,51.107,1
Minneapolis_11072017_Ward2CityCouncil,0,8139,,,,,,,,,,0,1882,166,6091,0,1000,98,98,98,1,3,False,0,1.0,5934.0,0,156.0,1028.0,3.0,13.0,1041.0,943.0,7034.0,True,5951.0,1.025,Cam Gordon,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5918.0,5918.0,97.272,97.272,1
Minneapolis_11072017_Ward4CityCouncil,0.31132508023842276,12003,,,,,,,,,,152,3330,2572,5949,106,2068,1511,1499,1617,4,3,True,0,3.0,1582.0,2545.0,3681.0,319.0,7.0,20.0,341.0,84.0,5349.0,True,2545.0,2.182,Phillipe M. Cunningham,4,7.0,228.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,2138.0,2603.0,40.662,51.75,2
Minneapolis_11072017_Ward5CityCouncil,0.23356231599607458,10246,,,,,,,,,,130,3194,2193,4729,92,1892,1276,1260,1368,4,3,False,0,3.0,1166.0,2268.0,3050.0,425.0,8.0,28.0,456.0,61.0,4278.0,True,2268.0,2.261,Jeremiah Ellison,4,11.0,133.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,1985.0,2310.0,47.194,56.715,1
Minneapolis_11072017_Ward6CityCouncil,0,12073,,,,,,,,,,846,2380,286,8561,458,1664,213,549,671,4,3,False,0,6.0,4947.0,894.0,2287.0,928.0,13.0,79.0,991.0,159.0,7397.0,True,894.0,1.439,Abdi Warsame,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.0,3620.0,50.132,50.132,1
Minneapolis_11072017_Ward7CityCouncil,0,19831,,,,,,,,,,140,5209,4231,10251,99,3272,2702,2422,2801,4,3,False,0,3.0,2826.0,4067.0,6264.0,255.0,14.0,28.0,291.0,165.0,9255.0,True,4067.0,2.137,Lisa Goodman,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4746.0,4746.0,52.257,52.257,1
Minneapolis_11072017_Ward8CityCouncil,0,17333,,,,,,,,,,123,6893,1520,8797,87,4453,954,902,1041,4,3,False,0,1.0,2212.0,3418.0,5686.0,223.0,9.0,26.0,253.0,377.0,8275.0,True,3418.0,2.153,Andrea Jenkins,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5763.0,5763.0,73.033,73.033,1
Minneapolis_11072017_Ward9CityCouncil,0.4204374057315234,12690,,,,,,,,,,343,3613,2509,6225,204,2211,1572,1570,1776,4,3,False,0,3.0,1568.0,2680.0,3951.0,322.0,7.0,20.0,345.0,131.0,5650.0,True,2680.0,2.201,Alondra Cano,4,5.0,602.0,1.0,0.0,601.0,0.0,0.0,0.0,0.0,2622.0,2980.0,47.552,60.668,1
Minneapolis_11072023_CityCouncilWard10,0,18699,,,,,,,,,,2170,3528,47,12954,1593,2234,35,649,1627,4,3,False,0,4.0,2825.0,1954.0,3487.0,396.0,11.0,18.0,422.0,1.0,6316.0,True,1954.0,1.861,Aisha Chughtai,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828.0,3828.0,60.685,60.685,1
Minneapolis_11072023_CityCouncilWard12,0,38736,,,,,,,,,,1284,7359,5950,24143,1181,4502,4051,1167,4900,3,3,False,0,4.0,3417.0,4903.0,8731.0,498.0,7.0,24.0,527.0,19.0,12167.0,True,4903.0,2.122,Aurin Chowdhury,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6526.0,6526.0,53.743,53.743,1
Minneapolis_11072023_CityCouncilWard13,0,32063,,,,,,,,,,2669,8058,1509,19827,2520,5276,1011,2391,3232,4,3,False,0,2.0,2900.0,4273.0,7125.0,370.0,6.0,28.0,400.0,3.0,10028.0,True,4273.0,2.137,Linea Palmisano,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6567.0,6567.0,65.539,65.539,1
Minneapolis_11072023_CityCouncilWard4,0,10434,,,,,,,,,,847,2531,125,6931,740,1790,98,641,818,4,3,False,0,0,1231.0,823.0,2195.0,352.0,4.0,20.0,375.0,4.0,3430.0,True,823.0,1.881,LaTrisha M. Vetaw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,2376.0,69.352,69.352,1
Minneapolis_11072023_CityCouncilWard5,0,9945,,,,,,,,,,190,1898,1462,6395,146,1152,873,115,994,3,3,False,0,2.0,1414.0,1048.0,1771.0,433.0,3.0,28.0,463.0,8.0,3194.0,True,1048.0,1.884,Jeremiah Bey Ellison,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,1670.0,52.499,52.499,1
Minneapolis_11072023_CityCouncilWard7,0.07499353504008276,24735,,,,,,,,,,65,4762,3686,16222,36,2907,2341,26,2376,3,3,False,0,3.0,2887.0,3029.0,5101.0,379.0,10.0,22.0,410.0,8.0,7998.0,True,3029.0,2.017,Katie Cashman,3,7.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,3865.0,4052.0,48.415,51.11,1
Minneapolis_11072023_CityCouncilWard8,0.18556701030927836,26836,,,,,,,,,,272,4743,4916,16905,186,2843,3059,17,3242,4,3,True,0,8.0,2034.0,3905.0,6025.0,455.0,13.0,33.0,493.0,4.0,8068.0,True,3905.0,2.231,Andrea Jenkins,4,13.0,307.0,2.0,0.0,305.0,0.0,0.0,0.0,0.0,3489.0,3892.0,43.336,50.258,2
Minnetonka_11022021_CityCouncilAtLargeSeatA,0,47117,,,,,,,,,,13147,6718,3922,23330,11350,4625,2224,11350,11350,5,3,False,1,20.0,3202.0,4412.0,7585.0,952.0,27.0,19.0,993.0,550.0,11350.0,True,4412.0,2.11,Deb Calvert,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,5884.0,54.598,54.598,1
Minnetonka_11022021_CityCouncilAtLargeSeatB,0.33207990599294945,45607,,,,,,,,,,13920,4577,4053,23057,11350,3387,2332,11350,11350,5,3,False,1,17.0,2972.0,4213.0,7192.0,788.0,22.0,16.0,817.0,1175.0,11350.0,True,4213.0,2.12,Kimberly Wilburn,3,18.0,847.0,1.0,0.0,656.0,0.0,190.0,0.0,190.0,4138.0,4913.0,40.74,52.771,1
Minnetonka_11022021_Mayor,0,39648,,,,,,,,,,0,0,0,11350,0,0,0,0,0,2,3,False,0,5.0,8395.0,0,2619.0,1841.0,8.0,34.0,1871.0,335.0,11350.0,True,2619.0,1.238,Brad Wiersum,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6904.0,6904.0,62.718,62.718,1
Minnetonka_11072023_CityCouncilWard1,0.31456043956043955,10033,,,,,,,,,,191,1972,1312,6558,117,1249,774,15,889,4,3,False,0,3.0,1153.0,1143.0,1878.0,449.0,9.0,8.0,464.0,127.0,3159.0,True,1143.0,1.996,Patsy Foster-Bolton,4,4.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1446.0,1634.0,47.754,57.374,1
Minnetonka_11072023_CityCouncilWard3,0.7937399678972713,11050,,,,,,,,,,454,1746,1638,7212,237,1144,1106,4,1343,3,3,False,0,0,1155.0,1132.0,2208.0,478.0,2.0,8.0,486.0,132.0,3495.0,True,1132.0,1.993,Paula Ramaley,3,0.0,635.0,1.0,0.0,634.0,0.0,0.0,0.0,0.0,1246.0,1366.0,37.05,50.073,1
Minnetonka_11072023_CityCouncilWard4,0.23529411764705882,10676,,,,,,,,,,72,1891,1591,7122,40,1145,967,14,1007,3,3,False,0,4.0,1508.0,1111.0,1779.0,509.0,6.0,12.0,523.0,277.0,3567.0,True,1111.0,1.878,Kissy C. Coakley,3,9.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1581.0,1690.0,48.187,53.212,1
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict,0,400224,,,,,,,,,,200020,60,9,200135,200016,48,6,200016,200016,2,3,False,0,0,73.0,7.0,48.0,8.0,1.0,0,9.0,199895.0,200016.0,True,42.0,1.455,John-Alexander Sakelos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,88.43,88.43,1
NewYorkCity_06222021_DEMBoroughPresidentBronx,0.3832698019223124,552653,,,,,,,,,,133454,85723,84159,249317,127235,31614,30081,127235,127235,5,5,False,0,757.0,34820.0,49508.0,67017.0,2798.0,1655.0,3153.0,7033.0,25015.0,127235.0,True,32435.0,2.836,Vanessa L. Gibson,5,1226.0,8997.0,135.0,70.0,8792.0,0.0,0.0,0.0,0.0,39954.0,49228.0,39.561,53.51,1
NewYorkCity_06222021_DEMBoroughPresidentKings,0.727281220803488,1486148,,,,,,,,,,451202,172031,134804,728111,336070,74912,59532,336070,336070,12,5,False,1,1015.0,95126.0,138180.0,194825.0,4345.0,2130.0,3768.0,9598.0,45578.0,336070.0,True,79843.0,2.754,Antonio Reynoso,12,1669.0,92276.0,614.0,233.0,75047.0,0.0,16382.0,13806.0,2576.0,80777.0,107841.0,27.968,54.868,1
NewYorkCity_06222021_DEMBoroughPresidentNewYork,0.4879851700037996,1188720,,,,,,,,,,314123,150760,131144,592693,267513,65596,58449,267513,267513,7,5,False,1,435.0,75364.0,114737.0,162604.0,2288.0,1161.0,2347.0,5462.0,29348.0,267513.0,True,57054.0,2.719,Mark D. Levine,7,765.0,50178.0,262.0,99.0,46593.0,0.0,3224.0,2500.0,724.0,67299.0,100618.0,28.348,53.743,1
NewYorkCity_06222021_DEMBoroughPresidentQueens,0.4257989020154614,931800,,,,,,,,,,268495,89737,89435,484133,266164,54250,54449,266164,266164,3,4,False,0,476.0,80135.0,77349.0,115699.0,3041.0,864.0,3981.0,7640.0,70097.0,266164.0,True,76387.0,2.002,Donovan J. Richards Jr.,3,941.0,12132.0,61.0,39.0,12032.0,0.0,0.0,0.0,0.0,80161.0,92044.0,41.082,50.299,1
NewYorkCity_06222021_DEMBoroughPresidentRichmond,0.1579384243887715,167745,,,,,,,,,,48012,28497,9604,81632,43503,11350,3967,43503,43503,5,5,False,0,75.0,9984.0,13317.0,18491.0,705.0,208.0,457.0,1297.0,14996.0,43503.0,True,8375.0,2.763,Mark S. Murphy,3,138.0,772.0,5.0,2.0,765.0,0.0,0.0,0.0,0.0,13192.0,13806.0,46.501,50.027,1
NewYorkCity_06222021_DEMComptrollerCitywide,0.5245803052094338,4549296,,,,,,,,,,1279168,540138,527519,2202471,1040485,231173,216351,1040485,1040485,10,5,False,1,3193.0,283433.0,427799.0,586261.0,13835.0,6687.0,14535.0,32962.0,169205.0,1040485.0,True,241251.0,2.786,Brad Lander,10,5733.0,209997.0,1422.0,667.0,181420.0,0.0,26488.0,21655.0,4833.0,267833.0,340603.0,30.944,51.957,1
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict,0.46397392620183914,589947,,,,,,,,,,269894,16689,11192,292172,267513,6529,5094,267513,267513,8,5,False,1,125.0,6360.0,9762.0,13270.0,248.0,191.0,352.0,742.0,247805.0,267513.0,True,5084.0,2.746,Carmen N. De La Rosa,8,170.0,2304.0,24.0,18.0,2077.0,0.0,185.0,134.0,51.0,7890.0,10289.0,40.383,59.702,1
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict,0.1528978139298424,305677,,,,,,,,,,130006,15977,9631,150063,127235,6416,3994,127235,127235,7,5,False,1,91.0,4486.0,9339.0,12572.0,243.0,215.0,219.0,635.0,110136.0,127235.0,True,4946.0,2.948,Eric Dinowitz,6,111.0,697.0,12.0,4.0,660.0,0.0,21.0,0.0,21.0,7505.0,8310.0,44.178,51.01,1
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict,0.42520694881660254,293407,,,,,,,,,,127681,10272,8273,147181,127235,5873,5040,127235,127235,3,4,False,0,68.0,6096.0,8966.0,11337.0,423.0,127.0,532.0,1051.0,109768.0,127235.0,True,8800.0,2.179,Kevin Riley,3,127.0,1148.0,13.0,3.0,1132.0,0.0,0.0,0.0,0.0,8551.0,9557.0,49.314,59.023,1
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict,0,282126,,,,,,,,,,129462,12336,126,140202,127235,4713,52,127235,127235,5,5,False,0,44.0,4209.0,4351.0,5776.0,243.0,111.0,203.0,521.0,117231.0,127235.0,True,3175.0,2.694,Marjorie Velazquez,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5589.0,5589.0,56.358,56.358,1
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict,0.5220643231114436,283787,,,,,,,,,,128641,9560,6057,139529,127235,3477,2214,127235,127235,6,5,False,0,163.0,3068.0,5052.0,6399.0,242.0,308.0,391.0,855.0,117687.0,127235.0,True,3421.0,2.972,Pierina Ana Sanchez,6,218.0,1521.0,26.0,11.0,1484.0,0.0,0.0,0.0,0.0,3557.0,4870.0,38.124,62.364,1
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict,0.3518463810930576,280259,,,,,,,,,,128994,8949,3843,138473,127235,3300,1355,127235,127235,8,5,False,1,94.0,2640.0,4451.0,5615.0,231.0,185.0,258.0,616.0,118937.0,127235.0,True,3102.0,3.017,Oswald Feliz,7,146.0,941.0,17.0,6.0,888.0,0.0,30.0,3.0,27.0,3143.0,3768.0,38.555,52.254,1
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict,0,280423,,,,,,,,,,129950,10118,141,140214,127235,4649,67,127235,127235,4,5,False,0,82.0,3975.0,4623.0,6178.0,346.0,162.0,735.0,1170.0,117041.0,127235.0,True,3693.0,2.454,Althea V. Stevens,1,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101.0,5101.0,50.847,50.847,1
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict,0,268829,,,,,,,,,,127375,2960,2237,136257,127235,2683,2036,127235,127235,2,3,False,0,43.0,4524.0,285.0,4537.0,258.0,52.0,232.0,533.0,118143.0,127235.0,True,4491.0,1.527,Rafael Salamanca Jr.,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.0,5402.0,59.942,59.942,1
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict,0.4688723570869225,299794,,,,,,,,,,130548,12499,10309,146438,127235,4715,3788,127235,127235,8,5,False,1,145.0,3838.0,8024.0,10230.0,390.0,271.0,357.0,925.0,113106.0,127235.0,True,5407.0,3.114,Amanda Farias,8,221.0,2484.0,36.0,19.0,2229.0,0.0,200.0,102.0,98.0,3841.0,5988.0,27.617,52.416,1
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict,0.5375320395459539,566883,,,,,,,,,,267320,8702,8233,282628,266164,3747,3517,266164,266164,6,5,False,0,46.0,4424.0,5647.0,8688.0,206.0,93.0,113.0,393.0,253032.0,266164.0,True,2855.0,2.586,Tony Avella,6,58.0,1345.0,16.0,7.0,1322.0,0.0,0.0,0.0,0.0,4990.0,6419.0,38.167,54.728,1
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict,0.2690897325280414,597772,,,,,,,,,,272639,17060,11024,297049,267513,7092,4858,267513,267513,9,5,False,1,44.0,6272.0,11721.0,15592.0,133.0,91.0,117.0,330.0,245635.0,267513.0,True,5621.0,2.85,Christopher Marte,8,58.0,2311.0,6.0,2.0,2212.0,0.0,91.0,76.0,15.0,8593.0,9795.0,39.381,50.208,1
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict,0.5935162094763092,564167,,,,,,,,,,268117,7367,6979,281704,266164,3016,2725,266164,266164,8,5,False,1,53.0,2964.0,5649.0,7687.0,110.0,94.0,127.0,315.0,255475.0,266164.0,True,3290.0,2.945,Sandra Ung,8,77.0,3015.0,17.0,9.0,2880.0,0.0,109.0,72.0,37.0,2367.0,4199.0,22.305,55.272,1
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict,0,550701,,,,,,,,,,267861,7210,1767,273863,266164,2815,680,266164,266164,5,5,False,0,41.0,2745.0,2865.0,4116.0,149.0,80.0,206.0,403.0,259274.0,266164.0,True,1834.0,2.601,Francisco P. Moya,1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515.0,3515.0,51.653,51.653,1
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict,0.05812633967973774,833042,,,,,,,,,,395247,18399,4195,415201,393399,8092,1777,393399,393399,6,5,False,0,35.0,4204.0,8066.0,12054.0,171.0,99.0,162.0,404.0,377124.0,393399.0,True,4061.0,2.809,Tiffany Caban,3,63.0,138.0,2.0,1.0,135.0,0.0,0.0,0.0,0.0,7929.0,8038.0,48.908,50.006,1
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict,0.49975020815986676,580760,,,,,,,,,,268713,11772,12058,288217,266164,4863,4642,266164,266164,7,5,False,1,70.0,4987.0,8583.0,11582.0,271.0,158.0,238.0,634.0,249568.0,266164.0,True,4762.0,2.864,Linda Lee,7,100.0,3356.0,21.0,13.0,3197.0,0.0,125.0,37.0,88.0,4931.0,7157.0,29.892,54.467,1
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict,0,562114,,,,,,,,,,270527,8319,106,283162,266164,3835,52,266164,266164,4,5,False,0,63.0,6766.0,5243.0,6674.0,262.0,118.0,439.0,768.0,252693.0,266164.0,True,3333.0,2.153,James F. Gennaro,1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8055.0,8055.0,60.193,60.193,1
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict,0.6048082654480429,575352,,,,,,,,,,269901,11647,7059,286745,266164,4887,2790,266164,266164,8,5,True,1,93.0,4796.0,7512.0,10156.0,175.0,146.0,218.0,513.0,251169.0,266164.0,True,4292.0,2.826,Shekar Krishnan,8,134.0,2973.0,19.0,12.0,2496.0,0.0,446.0,366.0,80.0,3911.0,6345.0,26.317,53.373,2
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict,0.5242217413018145,596782,,,,,,,,,,276270,14092,12176,294244,266164,5421,4407,266164,266164,15,5,False,1,124.0,3287.0,12443.0,14659.0,161.0,183.0,218.0,526.0,248147.0,266164.0,True,8593.0,3.542,Julie Won,15,161.0,5836.0,28.0,14.0,4173.0,0.0,1621.0,1503.0,118.0,3302.0,6815.0,18.492,56.697,1
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict,0.2248626835556552,603940,,,,,,,,,,272579,26020,9025,296316,266164,9255,3469,266164,266164,12,5,False,1,125.0,4628.0,13370.0,15811.0,426.0,275.0,309.0,943.0,245661.0,266164.0,True,9561.0,3.425,Nantasha M. Williams,10,164.0,2142.0,31.0,5.0,1978.0,0.0,128.0,61.0,67.0,7330.0,9501.0,36.039,52.212,1
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict,0,560827,,,,,,,,,,266423,9155,2960,282289,266164,5808,1675,266164,266164,3,4,False,0,43.0,6042.0,5404.0,8009.0,326.0,82.0,413.0,800.0,252086.0,266164.0,True,5308.0,1.968,Adrienne E. Adams,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7468.0,7468.0,53.408,53.408,1
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict,0.6962388261089559,585253,,,,,,,,,,272474,11996,9048,291735,266164,5043,3674,266164,266164,9,5,False,1,63.0,4114.0,9844.0,13044.0,168.0,116.0,129.0,393.0,248979.0,266164.0,True,5336.0,3.047,Lynn C. Schulman,9,88.0,5044.0,22.0,8.0,4423.0,0.0,591.0,518.0,73.0,3941.0,7228.0,23.051,59.968,1
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict,0,565001,,,,,,,,,,267708,5839,2702,288752,267513,5559,2585,267513,267513,2,3,False,0,24.0,13338.0,264.0,8014.0,194.0,33.0,140.0,360.0,246147.0,267513.0,True,7886.0,1.387,Carlina Rivera,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15445.0,15445.0,72.451,72.451,1
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict,0,545443,,,,,,,,,,266212,1920,1560,275751,266164,1745,1455,266164,266164,2,3,False,0,5.0,6539.0,146.0,3075.0,155.0,8.0,86.0,248.0,256547.0,266164.0,True,3009.0,1.335,Robert F. Holden,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5245.0,5245.0,54.624,54.624,1
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict,0,564444,,,,,,,,,,269464,10591,3255,281134,266164,5960,2047,266164,266164,3,4,False,0,36.0,7850.0,6766.0,8208.0,350.0,93.0,410.0,830.0,250097.0,266164.0,True,6632.0,1.947,Selvena N. Brooks-Powers,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.0,10797.0,67.473,67.473,1
